sno,sna,sarea,total,ar,latitude,longitude,snaen,sareaen,aren
500110062,YouBike2.0_捷運松山站(3號出口),松山區,52,松山路/市民大道六段(西北側捷運3號出口),25.04962,121.57746,YouBike2.0_MRT Songshan Sta. (Exit 3),Songshan Dist,Songshan Rd. & Sec. 6， Civic Blvd. Intersection
500110063,YouBike2.0_介壽國中,松山區,30,民生東路五段36巷/光復北路165巷,25.05722,121.55706,YouBike2.0_Jieshou Junior High School,Songshan Dist,Ln. 36， Sec. 5， Minsheng E. Rd. & Ln. 165， Guangfu N. Rd. Intersection
500110064,YouBike2.0_敦化南京路口(東北側),松山區,25,敦化北路/南京東路四段,25.05226,121.54926,YouBike2.0_Dunhua Rd. & Nanjing Rd. Intersection (Northeast),Songshan Dist,Dunhua N. Rd. & Sec. 4， Nanjing E. Rd. Intersection
500110065,YouBike2.0_敦化八德路口,松山區,55,敦化南路一段/八德路二段(西南側),25.04802,121.54864,YouBike2.0_Dunhua Rd. & Bade Rd. Intersection,Songshan Dist,Sec. 1， Dunhua S. Rd. & Sec. 2， Bade Rd. Intersection (Southwest)
500110066,YouBike2.0_新東街51巷口,松山區,30,三民路 / 新東街51巷口(東側),25.0615,121.56332,YouBike2.0_Ln. 51， Xindong St.,Songshan Dist,Sanmin Rd. & Ln. 51， Xindong St. Intersection (East)
500110067,YouBike2.0_八德立體停車場,松山區,34,八德路/松信路(西南側),25.04985,121.57189,YouBike2.0_Bade Parking,Songshan Dist,Bade Rd. & Songxin Rd. Intersection (Southwest)
500110068,YouBike2.0_長春慶城街口,松山區,28,長春路431號前,25.05452,121.54636,YouBike2.0_Changchun Rd. & Qingcheng St. Intersection,Songshan Dist,No. 431， Changchun Rd.
500110069,YouBike2.0_八德路四段652巷口,松山區,20,八德路四段650號南側,25.04942,121.57503,YouBike2.0_Ln. 652， Sec. 4， Bade Rd.,Songshan Dist,No. 650， Sec. 4， Bade Rd. (South)
500110070,YouBike2.0_捷運松山站(1號出口),松山區,15,八德路四段711號前,25.05014,121.57692,YouBike2.0_MRT Songshan Sta. (Exit 1),Songshan Dist,No. 711， Sec. 4， Bade Rd.
500110071,YouBike2.0_捷運小巨蛋站(3號出口),松山區,28,南京東路四段12號前,25.05152,121.55243,YouBike2.0_MRT Taipei Arena Sta. (Exit.3),Songshan Dist,No. 12， Sec. 4， Nanjing E. Rd.
500110072,YouBike2.0_捷運小巨蛋站(5號出口)_1,松山區,20,南京東路四段/健康路(西北側),25.05181,121.5521,YouBike2.0_MRT Taipei Arena Sta. (Exit.5)_1,Songshan Dist,Sec. 4， Nanjing E. Rd. & Jiankang Rd. Intersection (Northwest)
500110073,YouBike2.0_敦化北路155巷口,松山區,30,敦化北路151號前分隔島,25.0542,121.5491,YouBike2.0_Ln. 155， Dunhua N. Rd.,Songshan Dist,No. 151， Dunhua N. Rd.
500110074,YouBike2.0_民生復興路口,松山區,15,民生東路三段/復興北路(東南側),25.05764,121.54443,YouBike2.0_Minsheng Rd. & Fuxing Rd. Intersection,Songshan Dist,Sec. 3， Minsheng E. Rd. & Fuxing N. Rd. Intersection (Southeast)
500110076,YouBike2.0_市民延吉街口,松山區,30,市民大道/延吉街(市民大道橋下空地),25.0444,121.55397,YouBike2.0_Civic Blvd. & Yanji St. Intersection,Songshan Dist,Civic Blvd. & Yanji St. Intersection (Under Bridge)
500110077,YouBike2.0_龍城市場,松山區,22,光復北路190巷35號對側,25.05454,121.55417,YouBike2.0_Longcheng Market,Songshan Dist,No. 35， Ln. 190， Guangfu N. Rd. (Opposite)
500110078,YouBike2.0_捷運南京三民站(3號出口),松山區,28,捷運南京三民站(3號出口),25.05129,121.56426,YouBike2.0_MRT Nanjing Sanmin Sta. (Exit 3),Songshan Dist,MRT Nanjing Sanmin Sta. (Exit 3)
500110079,YouBike2.0_塔悠基隆路口(麥帥一橋下),松山區,20,南京東路五段386號前,25.05139,121.57062,YouBike2.0_Tayou Rd. & Keelung Rd. Intersection (First MacArthur Bridge),Songshan Dist,No. 386， Sec. 5， Nanjing E. Rd.
500110080,YouBike2.0_五常街370巷,松山區,11,五常街370巷8號,25.06432,121.54537,YouBike2.0_Ln. 370， Wuchang St.,Songshan Dist,No. 8， Ln. 370， Wuchang St.
500110081,YouBike2.0_延壽街119巷口,松山區,15,延壽街119巷/延壽街,25.05708,121.56486,YouBike2.0_Ln. 119， Yanshou St.,Songshan Dist,Ln. 119， Yanshou St. & Yanshou St.
500110082,YouBike2.0_市民東寧路口,松山區,23,市民大道五段111號前,25.04742,121.56305,YouBike2.0_Civic Blvd. & Dongning Rd. Intersection,Songshan Dist,No. 111， Sec. 5， Civic Blvd.
500110083,YouBike2.0_民福簡易綠地,松山區,15,民族東路630號對側,25.06589,121.54529,YouBike2.0_Minfu Green,Songshan Dist,No. 630， Minzu E. Rd. (Opposite)
500110084,YouBike2.0_三民國小(撫遠街),松山區,26,撫遠街390巷27號對側,25.06457,121.56458,YouBike2.0_Sanmin Elementary School (Fuyuan St.),Songshan Dist,No. 27， Ln. 390， Fuyuan St. (Opposite)
500110085,YouBike2.0_民生郵局,松山區,14,民生東路五段191號,25.05936,121.56586,YouBike2.0_Minsheng Post Office,Songshan Dist,No. 191， Sec. 5， Minsheng E. Rd.
500110086,YouBike2.0_民權敦化路口(西北側),松山區,24,民權東路三段211號前人行道,25.06185,121.55,YouBike2.0_MinQuan Rd. & DunHua Rd. Intersection (Northwest),Songshan Dist,No. 211， Sec. 3， Minquan E. Rd.
500110087,YouBike2.0_寶清八德路口(北側),松山區,19,寶清街29號旁,25.05028,121.56879,YouBike2.0_BaoQing St. & BaDe Rd. Intersection (North),Songshan Dist,No. 29， BaoQing St.
500110088,YouBike2.0_民生東路三段140巷口,松山區,15,興安街/民生東路三段140巷,25.056,121.5467,YouBike2.0_Ln. 140， Sec. 3， MinsHeng E. Rd.,Songshan Dist,XingAn St. & Ln. 140， Sec. 3， Minsheng E. Rd. Intersection
500110089,YouBike2.0_新東延壽街口,松山區,24,新東街1巷2號前,25.05725,121.56608,YouBike2.0_XinDong St. & YanShou St. Intersection,Songshan Dist,No. 2， Ln. 1， XinDong St.
500110090,YouBike2.0_健康公園,松山區,26,健康路442號旁,25.05434,121.56878,YouBike2.0_JianKang Park,Songshan Dist,No. 442， JianKang Rd.
500110091,YouBike2.0_新中街4巷口,松山區,36,三民路113巷33號,25.05779,121.56167,YouBike2.0_Ln. 4， XinZhong St.,Songshan Dist,No. 33， Ln. 113， SanMin Rd.
500110092,YouBike2.0_光復北富錦街口,松山區,25,光復北路/富錦街,25.06054,121.55489,YouBike2.0_GuangFu N. Rd. & FuJin St. Intersection,Songshan Dist,GuangFu N. Rd. & FuJin St. Intersection
500110093,YouBike2.0_松山國小(東北側),松山區,24,八德路四段847號(對側),25.05141,121.57972,YouBike2.0_Song Shan Primary School (Northeast),Songshan Dist,No. 847， Sec. 4， BaDe Rd. (Opposite)
500110095,YouBike2.0_基六號疏散門,松山區,33,基六號疏散門旁,25.06575,121.568,YouBike2.0_TaYou Evacuating Gate,Songshan Dist,TaYou Evacuating Gate
500110096,YouBike2.0_民權三民路口,松山區,20,民權東路與三民路口北側,25.06293,121.56296,YouBike2.0_MinQuan E. Rd. & SanMin Rd. Intersection,Songshan Dist,MinQuan E. Rd. & SanMin Rd. Intersection (North)
500110097,YouBike2.0_民權運動公園(北側),松山區,30,民權運動公園北側人行道,25.06198,121.55711,YouBike2.0_MingQuan Park (North),Songshan Dist,MingQuan Park (North)
500110098,YouBike2.0_中崙高中停車場,松山區,25,光復北路11巷81號對側,25.05023,121.56153,YouBike2.0_Zhonglun High School Car Park,Songshan Dist,No. 81， Ln. 11， GuangFu N. Rd. (Opposite)
500111001,YouBike2.0_南港公園(東新街),南港區,25,東新街170巷1號西南側,25.04591,121.59226,YouBike2.0_Nangang Park (Dongxin St),Nangang Dist,No. 1， Ln. 170， Dongxin St. Southwest)
500111002,YouBike2.0_南港公園(福德街),南港區,56,福德街383號北側,25.04128,121.59089,YouBike2.0_Nangang Park (Fude St),Nangang Dist,No. 383， Fude St. (North)
500111003,YouBike2.0_捷運昆陽站(1號出口),南港區,65,忠孝東路六段403號,25.05014,121.59238,YouBike2.0_MRT Kunyang Sta. (Exit 1),Nangang Dist,No. 403， Sec. 6， Zhongxiao E. Rd.
500111004,YouBike2.0_忠孝東路六段225巷口,南港區,35,忠孝東路六段219號,25.04919,121.58832,YouBike2.0_Ln. 225， Sec. 6， Zhongxiao E. Rd Intersection,Nangang Dist,No. 219， Sec. 6， Zhongxiao E. Rd.
500111005,YouBike2.0_捷運後山埤站(1號出口),南港區,53,中坡北路7號東側,25.04437,121.58133,YouBike2.0_MRT Houshanpi Sta (Exit 1),Nangang Dist,No. 7， Zhongpo N. Rd. (East)
500111006,YouBike2.0_合樂公園,南港區,15,玉成街46號東側,25.04843,121.58154,YouBike2.0_Hele Park,Nangang Dist,No. 46， Yucheng St. (East)
500111007,YouBike2.0_合心廣場,南港區,43,忠孝東路六段17號東北側,25.04608,121.58315,YouBike2.0_Hexing Square,Nangang Dist,No. 17， Sec. 6， Zhongxiao E. Rd. (Northeast)
500111008,YouBike2.0_成德國中,南港區,44,東新街118巷15號南側,25.04592,121.5882,YouBike2.0_Chengde Junior High School,Nangang Dist,No. 15， Ln. 118， Dongxin St. Southwest)
500111009,YouBike2.0_玉成公園,南港區,36,玉成街247號對側,25.04281,121.58613,YouBike2.0_Yucheng Park,Nangang Dist,No. 247， Yucheng St. (Opposite)
500111010,YouBike2.0_研究院舊莊街口,南港區,30,舊莊街一段1號西側,25.04239,121.61683,YouBike2.0_Academia Sinica (Jiuzhuang St. Intersection),Nangang Dist,No. 1， Sec. 1， Jiuzhuang St. (West)
500111011,YouBike2.0_中研院綜合體育館東側,南港區,30,研究院路二段128號(體育館),25.04054,121.61374,YouBike2.0_Academia Sinica Gymnasium (East),Nangang Dist,No. 128， Sec. 2， Academia Rd. (Gymnasium)
500111012,YouBike2.0_國家生技園區,南港區,30,研究院路一段130巷99號(國家生技園區),25.04763,121.61145,YouBike2.0_National Biotechnology Research Park,Nangang Dist,No. 128， Sec. 2， Academia Rd. (NBRP)
500111013,YouBike2.0_捷運南港展覽館站(5號出口),南港區,73,研究院路一段1號(5號出口),25.05469,121.61669,YouBike2.0_MRT Nangang Exhibition Center Sta. (Exit 5),Nangang Dist,No. 1， Sec. 1， Academia Rd. (Exit 5)
500111014,YouBike2.0_中研公園,南港區,40,研究院路二段12巷58弄9號西側,25.04697,121.61375,YouBike2.0_Academia Park,Nangang Dist,No. 9， Aly. 58， Ln. 12， Sec. 2， Academia Rd. (West)
500111015,YouBike2.0_福山公園,南港區,30,福山街44巷27號東南側,25.04499,121.61775,YouBike2.0_Fushan Park,Nangang Dist,No. 27， Ln. 44， Fushan St. (Southeast)
500111016,YouBike2.0_舊莊區民活動中心,南港區,34,舊莊街一段91巷11號西南側,25.04139,121.6191,YouBike2.0_Jiuzhuang Recreation Center,Nangang Dist,No. 11， Ln. 91， Sec. 1， Jiuzhuang St. Southwest)
500111017,YouBike2.0_凌雲市場,南港區,35,研究院路三段68巷9號北側,25.03564,121.61415,YouBike2.0_Lingyun Market,Nangang Dist,No. 9， Ln. 68， Sec. 3， Academia Rd. (North)
500111018,YouBike2.0_市民大道八段532號,南港區,15,市民大道八段532號北側,25.054,121.61334,YouBike2.0_No. 532， Sec. 8， Civic Blvd.,Nangang Dist,No. 532， Sec. 8， Civic Blvd. (North)
500111019,YouBike2.0_捷運南港軟體園區(2號出口),南港區,70,經貿二路183號(2號出口),25.05933,121.61677,YouBike2.0_MRT Nangang Software Park Sta. (Exit 2),Nangang Dist,No. 183， Jingmao 2nd Rd. (Exit 2)
500111020,YouBike2.0_南港國小,南港區,41,惠民街67號東南側,25.05668,121.61137,YouBike2.0_Nangang Elementary School,Nangang Dist,No. 67， Huimin St. (Southeast)
500111021,YouBike2.0_興中立體停車場(興中路),南港區,26,興中路44巷1號東側,25.05629,121.607,YouBike2.0_Xing Zhong Parking Lot (Xingzhong Rd.),Nangang Dist,No. 1， Ln. 44， Xingzhong Rd. (East)
500111022,YouBike2.0_臺北市立圖書館南港分館,南港區,40,南港路一段350號,25.05485,121.60866,YouBike2.0_Taipei Public Library Nangang Branch,Nangang Dist,No. 350， Sec. 1， Nangang Rd.
500111023,YouBike2.0_東陽公園,南港區,48,重陽路125巷34號東側,25.05716,121.59792,YouBike2.0_Dongyang Park,Nangang Dist,No. 34， Ln. 125， Chongyang Rd. (East)
500111024,YouBike2.0_向陽南港路口,南港區,27,向陽路49號北側,25.05437,121.59423,YouBike2.0_Xiangyang Rd. & Nangang Rd. Intersection,Nangang Dist,No. 49， Xiangyang Rd. (North)
500111025,YouBike2.0_南港車站(忠孝東路七段415巷),南港區,11,忠孝東路七段510號西北側,25.05252,121.60922,YouBike2.0_Nangang Sta. (Ln. 415， Sec. 7， Zhongxiao E. Rd.),Nangang Dist,No. 510， Sec. 7， Zhongxiao E. Rd. (Northwest)
500111026,YouBike2.0_捷運南港站(2號出口),南港區,23,忠孝東路七段380號(2號出口),25.05201,121.60741,YouBike2.0_MRT Nangang Sta. (Exit 2),Nangang Dist,No. 380， Sec. 7， Zhongxiao E. Rd. (Exit 2)
500111027,YouBike2.0_捷運南港站(1號出口),南港區,20,忠孝東路七段380號(1號出口),25.05192,121.60642,YouBike2.0_MRT Nangang Sta. (Exit 1),Nangang Dist,No. 380， Sec. 7， Zhongxiao E. Rd. (Exit 1)
500111028,YouBike2.0_東新國小,南港區,22,東明街68號北側,25.05507,121.6028,YouBike2.0_Dongxin Elementary School,Nangang Dist,No. 68， Dongming St. (North)
500111029,YouBike2.0_中華科技大學,南港區,20,研究院路三段246號東側,25.03392,121.60985,YouBike2.0_China University of Science and Technology,Nangang Dist,No. 246， Sec. 3， Yanjiuyuan Rd. (East)
500111030,YouBike2.0_六福公園,南港區,19,研究院路二段35巷23弄25號北側,25.04681,121.61703,YouBike2.0_Liufu Park,Nangang Dist,No. 25， Aly. 23， Ln. 35， Sec. 2， Academia Rd. (North)
500111031,YouBike2.0_南港加壓站,南港區,24,研究院路二段3巷1號西側,25.04805,121.61594,YouBike2.0_Nangangjiaya Sta.,Nangang Dist,No. 1， Ln. 3， Sec. 2， Academia Rd. (West)
500111032,YouBike2.0_臺北流行音樂中心(南港路),南港區,21,南港路二段200-1號南側,25.05343,121.59945,YouBike2.0_Taipei Pop Music Center,Nangang Dist,No. 200-1， Sec. 2， Nangang Rd.(South)
500111033,YouBike2.0_興南公園,南港區,26,重陽路269號南側,25.05766,121.60396,YouBike2.0_Xingnan Park,Nangang Dist,No. 269， Chongyang Rd. (South)
500111034,YouBike2.0_臺北流行音樂中心(市民大道),南港區,32,市民大道八段99號,25.05211,121.59839,YouBike2.0_Taipei Pop Music Center (Civic Blvd),Nangang Dist,No. 99， Sec. 8， Civic Blvd.
500111035,YouBike2.0_南港車站(市民大道),南港區,30,南港路一段313號(市民大道),25.05326,121.60656,YouBike2.0_Nangang Train Sta. (Civic Blvd),Nangang Dist,No. 313， Sec. 1， Nangang Rd.
500111036,YouBike2.0_忠孝東路七段527巷口,南港區,26,忠孝東路七段552號,25.05266,121.61275,YouBike2.0_Ln. 527， Sec. 7， Zhongxiao E Rd. Intersection,Nangang Dist,No. 552， Sec. 7， Zhongxiao E Rd.
500111037,YouBike2.0_南港軟體園區(新民街),南港區,25,新民街15號北側,25.05627,121.61369,YouBike2.0_NKSP (Xinmin St),Nangang Dist,No. 15， Xinmin St. (North)
500111038,YouBike2.0_世貿公園,南港區,35,經貿二路188-1號,25.05831,121.61422,YouBike2.0_World Trade Park,Nangang Dist,No. 188-1， Jingmao 2nd Rd.
500111039,YouBike2.0_凌雲五村(研究院路三段8巷),南港區,26,研究院路三段10巷1號東側,25.03595,121.61688,YouBike2.0_Lingyun Village 5 (Ln. 8， Sec. 3， Yanjiuyuan Rd.),Nangang Dist,No. 1， Ln. 10， Sec. 3， Yanjiuyuan Rd. (East)
500111040,YouBike2.0_新新公園(昆陽街60巷),南港區,20,南港路三段47巷8號南側,25.0521,121.59053,YouBike2.0_Xinxin Park (Ln. 60， Kunyang St.),Nangang Dist,No. 8， Ln. 47， Sec. 3， Nangang Rd. (South)
500111041,YouBike2.0_南港高中(昆陽街),南港區,26,昆陽街58號東側,25.05285,121.59279,YouBike2.0_Nangang Senior High School (Kunyang St.),Nangang Dist,No. 58， Kunyang St. (East)
500111042,YouBike2.0_南港路三段290巷口,南港區,20,南港路三段314巷20號,25.05234,121.58152,YouBike2.0_Ln. 290， Sec. 3， Nangang Rd. Intersection,Nangang Dist,No.20， Ln. 314， Sec. 3， Nangang Rd.
500111043,YouBike2.0_南港路三段220巷口,南港區,25,南港路三段133號,25.05289,121.58599,YouBike2.0_Ln. 220， Sec. 3， Nangang Rd. Intersection,Nangang Dist,No. 133， Sec. 3， Nangang Rd.
500111044,YouBike2.0_南港東新街口,南港區,28,東新街4號東側,25.05168,121.58284,YouBike2.0_Nangang Rd. & Dongxin St. Intersection,Nangang Dist,No. 4， Dongxin St. (East)
500111045,YouBike2.0_八德中坡路口,南港區,40,八德路四段873號,25.05064,121.5803,YouBike2.0_Bade Rd. & Zhongpo Rd. Intersection,Nangang Dist,No. 873， Sec. 4， Bade Rd.
500111046,YouBike2.0_捷運後山埤站(3號出口),南港區,18,玉成街150號,25.04511,121.5836,YouBike2.0_MRT Houshanpi Sta. (Exit 3),Nangang Dist,No. 150， Yucheng St.
500111047,YouBike2.0_玉成公園運動中心,南港區,26,中坡南路19號,25.04193,121.58493,YouBike2.0_Yucheng Park Sports Center,Nangang Dist,-No. 19， Zhongpo S. Rd.
500111048,YouBike2.0_百福公園,南港區,25,福德街309巷7號南側,25.03884,121.58788,YouBike2.0_Baifu Park,Nangang Dist,No. 7， Ln. 309， Fude St. (South)
500111049,YouBike2.0_南湖大橋(經貿二路255巷),南港區,20,經貿二路255巷1號,25.06148,121.61384,YouBike2.0_Nanhu Bridge (Ln. 255， Jingmao 2nd Rd.),Nangang Dist,No. 1， Ln. 255， Jingmao 2nd Rd.
500111050,YouBike2.0_園區重陽路口,南港區,21,重陽路458號西側,25.05937,121.61072,YouBike2.0_Park St. & Chongyang Rd. Intersection,Nangang Dist,No. 458， Chongyang Rd.(West)
500111051,YouBike2.0_南港車站B棟(市民大道),南港區,24,忠孝東路七段359號(市民大道),25.05293,121.60549,YouBike2.0_Nangang Station Building B (Civic Blvd.),Nangang Dist,No. 359， Sec. 7， Zhongxiao E. Rd.
500111052,YouBike2.0_胡適公園,南港區,25,研究院路二段/研究院路二段132巷北側,25.04014,121.61766,YouBike2.0_Dr.Hu Shih Park,Nangang Dist,No. 130， Sec. 2， Academia Rd. Intersection (East)
500111053,YouBike2.0_南港抽水站,南港區,19,重陽路505號,25.06164,121.61267,YouBike2.0_Nangang Pumping Station,Nangang Dist,No. 505， Chongyang Rd.
500111054,YouBike2.0_經貿公園,南港區,20,經園街58號北側,25.06271,121.61597,YouBike2.0_Jingmao Park,Nangang Dist,No. 58， Jingyuan St. (North)
500111055,YouBike2.0_育成高中,南港區,33,惠民街71號西側,25.05853,121.60983,YouBike2.0_Yu Cheng Senior High School,Nangang Dist,No. 71， Huimin St. (West)
500111056,YouBike2.0_捷運南港展覽館站(7號出口),南港區,42,富康街1巷16弄2號東側,25.05436,121.6181,YouBike2.0_MRT Nangang Exhibition Center Sta. (Exit 7),Nangang Dist,No. 2， Aly. 16， Ln. 1， Fukang St. (East)
500111057,YouBike2.0_力行橋(南港),南港區,18,研究院路一段101巷16弄2號南側,25.05172,121.61686,YouBike2.0_Lixing Bridge (Nangang),Nangang Dist,No. 2， Aly. 16， Ln. 101， Sec. 1， Academia Rd.
500111058,YouBike2.0_舊莊國小(舊莊街一段),南港區,18,舊莊街一段/舊莊街一段145巷口,25.03987,121.62015,YouBike2.0_JiuZhuang Elementary School(Sec. 1， Jiuzong Rd.),Nangang Dist,Sec. 1， Jiuzong Rd. & Ln. 145， Sec. 1， Jiuzong Rd. Intersection
500111059,YouBike2.0_向陽公園,南港區,17,成功路一段76號對側,25.05705,121.59265,YouBike2.0_Siangyang Greens,Nangang Dist,No. 76， Sec. 1， Chenggong Rd. (Opposite)
500111060,YouBike2.0_小彎社會住宅,南港區,51,向陽路258巷/重陽路39巷口(西南側),25.0582,121.59368,YouBike2.0_Xiaowan Social Housing,Nangang Dist,Ln. 258， Xiangyang Rd. & Ln. 39， Chongyang Rd. Intersection (Southwest)
500111061,YouBike2.0_捷運南港展覽館站(6號出口),南港區,25,南港路一段28號旁,25.05465,121.6185,YouBike2.0_MRT Nangang Exhibition Center Sta. (Exit 6),Nangang Dist,No. 28， Sec. 1， Nangang Rd.
500111062,YouBike2.0_捷運南港展覽館站(4號出口),南港區,22,南港路一段32號(4號出口),25.05535,121.61838,YouBike2.0_MRT Nangang Exhibition Center Sta. (Exit 4),Nangang Dist,No. 32， Sec. 1， Nangang Rd.
500111063,YouBike2.0_成德綠地,南港區,17,東新街65號東南側,25.04675,121.58731,YouBike2.0_Chengde Greens,Nangang Dist,No. 65， Dongxin St. (Southeast)
500111064,YouBike2.0_南港公園(東新街170巷),南港區,16,東新街170巷63號對側,25.04134,121.59323,YouBike2.0_Nangang Park (Ln. 170， Dongxin St.),Nangang Dist,No. 63， Ln. 170， Dongxin St. (Opposite)
500111065,YouBike2.0_中坡市民路口(東北側),南港區,27,中坡北路/市民大道七段路口(東北側),25.04969,121.58028,YouBike2.0_Zhongpo Rd. & Civic Blvd. Intersection (Northeast),Nangang Dist,Zhongpo N. Rd. & Sec. 7， Civic Blvd. Intersection (Northeast)
500111066,YouBike2.0_昆陽公園,南港區,14,昆陽街173號對側,25.0483,121.59425,YouBike2.0_Kunyang Park,Nangang Dist,No. 173， Kunyang St.
500111067,YouBike2.0_南港路二段178巷口,南港區,18,南港路二段 / 南港路二段178巷口(北側),25.05368,121.59969,YouBike2.0_Ln. 178， Sec. 2， Nangang Rd.,Nangang Dist,Sec. 2， Nangang Rd. & Ln. 178， Sec. 2， Nangang Rd. Intersection (North)
500111068,YouBike2.0_南港車站(忠孝東路),南港區,24,忠孝東路七段/興中路(西北側),25.05225,121.60766,YouBike2.0_Nangang Train Sta. (Zhongxiao E. Rd.),Nangang Dist,Sec. 7， Zhongxiao E. Rd. & Ln. 415， Sec. 7， Zhongxiao E. Rd. Intersection
500111069,YouBike2.0_南港車站(興華路),南港區,48,興華路/市民大道八段路口西北側人行道,25.05343,121.60633,YouBike2.0_Nangang Train Sta. (Xinghua Rd.),Nangang Dist,Xinghua Rd. & Sec. 8， Civic Blvd. Intersection (Northwest)
500111070,YouBike2.0_玉成公園(成福路178巷口),南港區,27,成福路178巷8號對側,25.04177,121.58735,YouBike2.0_Yucheng Park (Ln. 178， Chengfu Rd.),Nangang Dist,No. 8， Ln. 178， Chengfu Rd. (Opposite)
500111071,YouBike2.0_玉東公園(東新街),南港區,25,東新街/市民大道七段(北側),25.04998,121.58383,YouBike2.0_Yudong Park (Dongxin St.),Nangang Dist,Dongxin St. & Sec. 7， Civic Blvd. Intersection (North)
500111072,YouBike2.0_南港出租國宅社區,南港區,25,福德街373巷80號前,25.03878,121.59302,YouBike2.0_Nangang Community,Nangang Dist,No. 80， Ln. 373， Fude St.
500111073,YouBike2.0_成福路197巷口,南港區,15,成福路197巷/成福路,25.04066,121.58877,YouBike2.0_Ln. 197， Chengfu Rd.,Nangang Dist,Ln. 197， Chengfu Rd. & Chengfu Rd. Intersection
500111074,YouBike2.0_南港疏散門(基三號疏散門),南港區,24,松河街398號對側,25.05543,121.5892,YouBike2.0_Nangang Evacuating Gate,Nangang Dist,No. 398， Songhe St. (Opposite)
500111075,YouBike2.0_成德立體停車場,南港區,17,成福路/東新街80巷10弄,25.04557,121.58629,YouBike2.0_Cheng De Liti Parking,Nangang Dist,Chengfu Rd. & Aly. 10， Ln. 80， Dongxin St.
500111076,YouBike2.0_南港展覽館2館,南港區,18,經貿二路/南港路一段(西北側),25.05545,121.61646,YouBike2.0_Taipei Nangang Exhibition Center Hall 2,Nangang Dist,Jingmao 2nd Rd. & Sec. 1， Nangang Rd. Intersection (Northwest)
500111077,YouBike2.0_舊莊派出所,南港區,15,舊莊街一段/舊莊街一段215巷,25.03827,121.62274,YouBike2.0_Jiuzhuang Police Station,Nangang Dist,Sec. 1， Jiuzhuang St. & Ln. 215， Sec. 1， Jiuzhuang St. Intersection
500111078,YouBike2.0_南港路三段80巷,南港區,15,南港路三段/南港路三段80巷,25.05394,121.59124,YouBike2.0_Ln. 80， Sec. 3， Nangang Rd.,Nangang Dist,Sec. 3， Nangang Rd. & Ln. 80， Sec. 3， Nangang Rd. Intersection
500111079,YouBike2.0_捷運昆陽站(4號出口),南港區,28,忠孝東路六段465號,25.05066,121.59431,YouBike2.0_MRT Kunyang Sta. (Exit 4),Nangang Dist,No. 465， Sec. 6， Zhongxiao E. Rd.
500111080,YouBike2.0_忠孝東路六段278巷口,南港區,12,忠孝東路/忠孝東路六段278巷,25.04916,121.58906,YouBike2.0_Ln. 278， Sec. 6， Zhongxiao E. Rd.,Nangang Dist,Zhongxiao E. Rd. & Ln. 278， Sec. 6， Zhongxiao E. Rd. Intersection
500111081,YouBike2.0_中研院人文社會科學館,南港區,30,研究院路二段128號(人文社會科學館),25.04126,121.6118,YouBike2.0_Humanities and Social Science Building,Nangang Dist,No. 128， Sec. 2， Academia Rd.
500111082,YouBike2.0_南港路三段130巷口,南港區,12,松河街380號對側,25.05457,121.58781,YouBike2.0_Ln. 130， Sec. 3， Nangang Rd.,Nangang Dist,No. 380， Songhe St. (Opposite)
500111083,YouBike2.0_南港路三段190巷口,南港區,16,松河街358號對側,25.05381,121.58638,YouBike2.0_Ln. 190， Sec. 3， Nangang Rd.,Nangang Dist,No. 358， Songhe St. (Opposite)
500111084,YouBike2.0_忠孝東路六段212巷口,南港區,15,忠孝東路六段226號前,25.0488,121.58742,YouBike2.0_Ln. 212， Sec. 6， Zhongxiao E. Rd.,Nangang Dist,No. 226， Sec. 6， Zhongxiao E. Rd.
500111085,YouBike2.0_新富公園,南港區,12,富康街47巷2號對側,25.05296,121.61713,YouBike2.0_Xinfu Park,Nangang Dist,No. 2， Ln. 47， Fukang St. (Opposite)
500111086,YouBike2.0_東新街63巷口,南港區,15,東新街/東新街63巷,25.04728,121.58605,YouBike2.0_Ln. 63， Dongxin St.,Nangang Dist,Dongxin St. & Ln. 63， Dongxin St. Intersection
500111087,YouBike2.0_中興公園,南港區,15,研究院路二段70巷10弄/研究院路二段98巷,25.04487,121.61481,YouBike2.0_Zhongxing Park,Nangang Dist,Aly. 10， Ln. 70， Sec. 2， Academia Rd. & Ln. 98， Sec. 2， Academia Rd. Intersection
500111088,YouBike2.0_向陽市民大道路口(西北側),南港區,29,向陽路/市民大道七段,25.05163,121.59535,YouBike2.0_XiangYang Rd. & Civic Blvd. Intersection (Northwest),Nangang Dist,XiangYang Rd. & Sec. 7， Civic Blvd. Intersection
500111089,YouBike2.0_向陽南港路口(西北側),南港區,16,南港路二段312號,25.05486,121.5944,YouBike2.0_XiangYang Rd. & NanGang Rd. Intersection (Northwest),Nangang Dist,No. 312， Sec. 2， NanGang Rd.
500111090,YouBike2.0_研究院路一段151巷口,南港區,14,研究院路1段151巷18號前,25.04997,121.6162,YouBike2.0_Ln. 151， Sec. 1， Academia Rd.,Nangang Dist,No. 18， Ln. 151， Sec. 1， Academia Rd.
500111091,YouBike2.0_興中重陽路口,南港區,24,興中路/重陽路,25.05801,121.60674,YouBike2.0_XingZhong Rd. & ChongYang Rd. Intersection,Nangang Dist,XingZhong Rd. & ChongYang Rd. Intersection
